candidate_id,power_state_0_all_day_avg,power_state_0_all_day_std,power_state_1_all_day_avg,power_state_1_all_day_std,power_state_2_all_day_avg,power_state_3_all_day_avg,calls_0_all_day_avg,calls_0_all_day_std,calls_0_all_day_median,calls_0_all_day_common,calls_1_all_day_avg,calls_1_all_day_std,calls_1_all_day_median,calls_1_all_day_common,calls_2_all_day_avg,calls_1_duration_0_all_day_avg,calls_duration_median_all_day_avg,calls_percent_outgoing_all_day_avg,calls_Sall_day_avg,texts_0_all_day_avg,texts_0_all_day_std,texts_1_all_day_avg,texts_1_all_day_std,accelerometer_all_day_avg,accelerometer_all_day_std,Neurotism
19cchoff,0.07844557827598553,2.6178028875384523,-1.1282397418263737,0.05683611996695083,1.4105322134885323,0.45487022045424214,-0.44490970353638876,0.07563216527381526,-0.41605821095972856,-0.5973509804399748,-0.332979265908943,0.6517901181672562,-0.6747453316968571,-0.20980078383812517,-0.3097237586477199,-0.4027898496880114,-0.026171153573751552,-0.9303838952890725,-0.5830247678872054,-1.0088914330632637,-0.6690904531502634,-0.6629079975513231,-0.6532268705672983,-0.3974412431397936,-0.3800623006733077,1.5
2pe2t6si,2.8645198529889204,-0.3692186459323241,0.6208138072408025,-1.6295847210082899,0.19018411867261098,-0.8370494536739059,1.7912856650234705,0.848628583751539,1.4751154752208557,3.1194995645198684,2.8770366788247492,0.9966772310382447,2.5640322604480574,2.187922460026163,2.871222951788322,2.4247415454728625,-0.8484066298372084,1.4347420461361609,2.249623599843647,-0.3371264837979585,-0.6704351982250505,-0.6629079975513231,-0.6532268705672983,-0.3970554317759012,-0.3799557975763449,4.5
2ppn81sa,-0.05555398603886482,-0.019798917366882263,0.531000271909538,0.7194000680137247,0.2535788248968148,0.30698078369119314,-0.16538528246640635,-0.5141741854376702,-0.41605821095972856,-0.0663723311599972,1.0564306206175804,1.3565439001493584,1.1245755528280952,-0.6094213244821731,0.025112737187652872,2.264692598576964,-0.6873019552197343,1.6007754673857988,-0.2327371174914323,0.6332006651408154,0.6217506883784039,0.8405946773073479,1.038288101746812,0.5415850585519731,0.5142501332343081,2.0
2yct4nu4,-0.28726156599996067,-0.8253540653567738,-0.8597655481157666,-1.0290482859848893,-0.42791426701337476,-0.2795621803529197,-0.8176089316296984,-0.7996737062791686,-0.7942929481958454,-0.5973509804399748,-0.812086123331882,-0.9035203157458049,-0.6747453316968571,-0.6094213244821731,-0.7282693784419358,-0.7228877434798083,-0.8430587568208606,-0.3936447536328229,-1.3316057747427223,-0.4117670337163258,-0.43490520654480513,-0.5262259362005349,-0.4820667185840668,-0.3972693291908234,-0.37998450190566635,3.0
4mhhnq35,0.7679850029794875,0.8465780134551897,0.15729322789923147,-0.360064614710146,0.33282220767706955,-0.2239311742260559,2.1173974896051164,1.2024940336904515,1.8533502124569727,1.5265636166799355,0.7450111632926699,0.902067598100159,0.5847792874706096,1.1888711084160428,0.025112737187652872,1.0376506723750751,-0.42659314567278456,-0.19038459387292408,0.887589665893112,0.78248176497755,1.146201845246354,-0.2528618134989583,-0.2969286017203495,-0.3973240883282199,-0.38006414179700654,2.0
5iwkzjai,-1.0270508273215315,0.20291479547258048,-0.4999551677044866,1.8352287422652798,-0.9667692699191062,-0.8996605016184189,-1.097133352699681,-0.917644619182492,-1.1725276854319624,-0.5973509804399748,-0.5964880374915594,0.17776342430214656,-1.0346095086018476,-0.6094213244821731,-0.8119785024007792,-0.6695380945145089,2.629716283169919,-0.7286434553750456,-0.9989060617836308,-0.909370699838774,-0.7558723154934179,1.1139588000089242,1.5718551052147123,-0.3972687683645255,-0.3799969951534615,2.5
6ilaolvn,0.8740679913954106,-0.33271355578589024,0.38401719614946245,-0.6324546524369131,-0.2535788248968148,-0.6416646004825676,0.5334257702085496,0.07563216527381526,0.34041126351250517,-0.0663723311599972,1.823001592494283,2.6974311143954677,2.204168083543067,2.9871635413142585,0.7784948528172415,1.3577485661668722,-0.4660337091683488,1.7061183507514321,1.9131443792394058,-0.03856428412448975,0.3937943733709513,0.430548493254983,0.5284808006512055,-0.3963769767055728,-0.3794906852080679,3.5
75nqpmzi,-0.8483847415683975,-0.9702263053419233,0.7841045438537654,-0.004771030773543918,-1.3154401541522265,-1.169644651286755,-0.8176089316296984,-0.8603100847827831,-0.7942929481958454,-0.331861655799986,-0.883952151945323,-0.9304408348709696,-0.8546774201493524,-0.40961105416014915,-0.6445602544830927,-0.7762373924451078,1.2172093227270857,-0.4929036282231118,-0.49977618628187426,-0.26248593387959157,-0.4021317179538473,-0.6629079975513231,-0.6532268705672983,1.8150469385286399,1.8025999671815918,2.5
88rmiq3k,-1.1470921036869186,-0.9241326687346231,-0.2563718202527245,-0.5610698064046052,-0.8875258871388516,-0.2602003306499907,-0.39832230002472474,0.025003489612249297,-0.41605821095972856,-0.5973509804399748,-0.5725326946204126,-0.6650972585086914,-0.3148811547918667,-0.6094213244821731,-0.7282693784419358,-0.6161884455492094,-0.13647103453592277,-0.6873550999782456,0.23568586333360692,1.3298457977122429,1.4533889705354657,-0.11617975214817004,0.03141373736562789,-0.2758979173833353,-0.36412666832925716,1.0
a69zdg9g,-1.4290495202660831,-1.1609984178846422,-1.582680336003182,0.3327240601205185,-0.5071576497936294,2.279417926562289,-0.44490970353638876,-0.39471337697408804,-0.03782347372361172,-0.5973509804399748,-0.6683540661050004,-0.6876804814314539,-0.49481324324436193,-0.6094213244821731,-0.3097237586477199,-0.8295870414104073,-0.8089660663416441,-1.0352824786628996,-0.2610836458140461,-1.4069743659612224,-1.6639719249805507,-0.6629079975513231,-0.6532268705672983,-0.3772859750689202,-0.3727515395313193,1.5
